Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
"Azad Jammu and Kashmir",Pakistan,"2020-08-22 04:27:49",34.027401,73.947253,2223,61,2066,96,"Azad Jammu and Kashmir, Pakistan",54.951764562217605,2.7440395861448494
Balochistan,Pakistan,"2020-08-22 04:27:49",28.328492,65.898403,12424,139,11294,991,"Balochistan, Pakistan",100.64476157949413,1.1188023180940116
Gilgit-Baltistan,Pakistan,"2020-08-22 04:27:49",35.792146,74.982138,2604,63,2235,306,"Gilgit-Baltistan, Pakistan",256.9101327566339,2.4193548387096775
Islamabad,Pakistan,"2020-08-22 04:27:49",33.665087,73.121219,15453,175,14101,1177,"Islamabad, Pakistan",770.1193876920439,1.1324661877952502
"Khyber Pakhtunkhwa",Pakistan,"2020-08-22 04:27:49",34.485332,72.09169,35545,1243,32893,1409,"Khyber Pakhtunkhwa, Pakistan",116.45175102055407,3.496975664650443
Punjab,Pakistan,"2020-08-22 04:27:49",30.811346,72.13913199999998,95958,2188,90233,3537,"Punjab, Pakistan",87.22467955033666,2.2801642385210195
Sindh,Pakistan,"2020-08-22 04:27:49",26.009446,68.77680699999999,127381,2350,120757,4274,"Sindh, Pakistan",266.00857105548334,1.84485912341715
