Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
"Azad Jammu and Kashmir",Pakistan,"2021-11-23 04:22:39",34.027401,73.947253,34536,741,,,"Azad Jammu and Kashmir, Pakistan",853.7175622675427,2.145587213342599
Balochistan,Pakistan,"2021-11-23 04:22:39",28.328491999999997,65.898403,33453,358,,,"Balochistan, Pakistan",270.99719970370387,1.0701581323050249
Gilgit-Baltistan,Pakistan,"2021-11-23 04:22:39",35.792146,74.982138,10408,186,,,"Gilgit-Baltistan, Pakistan",1026.8512525848869,1.787086856264412
Islamabad,Pakistan,"2021-11-23 04:22:39",33.665087,73.121219,107506,952,,,"Islamabad, Pakistan",5357.6946154934885,0.885531970308634
"Khyber Pakhtunkhwa",Pakistan,"2021-11-23 04:22:39",34.485332,72.09169,179644,5818,,,"Khyber Pakhtunkhwa, Pakistan",588.5457409012917,3.2386275077375255
Punjab,Pakistan,"2021-11-23 04:22:39",30.811346,72.13913199999998,442556,13002,,,"Punjab, Pakistan",402.2781350494883,2.937933278500348
Sindh,Pakistan,"2021-11-23 04:22:39",26.009446,68.77680699999999,474407,7611,,,"Sindh, Pakistan",990.6997760161931,1.6043186546572878
