Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
"Azad Jammu and Kashmir",Pakistan,"2021-10-26 04:22:09",34.027401,73.947253,34443,740,,,"Azad Jammu and Kashmir, Pakistan",851.4186355449667,2.148477194204918
Balochistan,Pakistan,"2021-10-26 04:22:09",28.328491999999997,65.898403,33204,355,,,"Balochistan, Pakistan",268.98009203843554,1.069148295386098
Gilgit-Baltistan,Pakistan,"2021-10-26 04:22:09",35.792146,74.982138,10386,186,,,"Gilgit-Baltistan, Pakistan",1024.680736870353,1.7908723281340266
Islamabad,Pakistan,"2021-10-26 04:22:09",33.665087,73.121219,106749,938,,,"Islamabad, Pakistan",5319.968583235488,0.8786967559415076
"Khyber Pakhtunkhwa",Pakistan,"2021-10-26 04:22:09",34.485332,72.09169,177553,5724,,,"Khyber Pakhtunkhwa, Pakistan",581.6952524673635,3.2238261251569953
Punjab,Pakistan,"2021-10-26 04:22:09",30.811346,72.13913199999998,439307,12898,,,"Punjab, Pakistan",399.3248327311924,2.935987817175688
Sindh,Pakistan,"2021-10-26 04:22:09",26.009446,68.77680699999999,468164,7551,,,"Sindh, Pakistan",977.6625765194127,1.612896335472185
