Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
"Azad Jammu and Kashmir",Pakistan,"2020-10-31 04:24:44",34.027401,73.947253,4082,90,3249,743,"Azad Jammu and Kashmir, Pakistan",100.90557937155748,2.2048015678588926
Balochistan,Pakistan,"2020-10-31 04:24:44",28.328492,65.898403,15896,149,15545,202,"Balochistan, Pakistan",128.77085721729225,0.9373427277302466
Gilgit-Baltistan,Pakistan,"2020-10-31 04:24:44",35.792146,74.982138,4248,92,3984,172,"Gilgit-Baltistan, Pakistan",419.1068525154304,2.1657250470809792
Islamabad,Pakistan,"2020-10-31 04:24:44",33.665087,73.121219,19818,217,17905,1696,"Islamabad, Pakistan",987.6545670925341,1.0949641739832476
"Khyber Pakhtunkhwa",Pakistan,"2020-10-31 04:24:44",34.485332,72.09169,39458,1276,37524,658,"Khyber Pakhtunkhwa, Pakistan",129.27143597605914,3.2338182371128794
Punjab,Pakistan,"2020-10-31 04:24:44",30.811346,72.13913199999998,104016,2357,97431,4228,"Punjab, Pakistan",94.54930561399591,2.2659975388401783
Sindh,Pakistan,"2020-10-31 04:24:44",26.009446,68.77680699999999,145475,2625,138428,4422,"Sindh, Pakistan",303.794104884531,1.8044337515036948
