Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
"Azad Jammu and Kashmir",Pakistan,"2020-08-15 04:27:31",34.027401,73.947253,2167,59,1981,127,"Azad Jammu and Kashmir, Pakistan",53.56746460023643,2.722658052607291
Balochistan,Pakistan,"2020-08-15 04:27:31",28.328492,65.898403,12062,138,10461,1463,"Balochistan, Pakistan",97.71225967255779,1.1440888741502238
Gilgit-Baltistan,Pakistan,"2020-08-15 04:27:31",35.792146,74.982138,2426,60,2050,316,"Gilgit-Baltistan, Pakistan",239.34868742995155,2.4732069249793898
Islamabad,Pakistan,"2020-08-15 04:27:31",33.665087,73.121219,15342,173,13078,2091,"Islamabad, Pakistan",764.5875652605538,1.1276235171424847
"Khyber Pakhtunkhwa",Pakistan,"2020-08-15 04:27:31",34.485332,72.09169,35021,1236,32317,1468,"Khyber Pakhtunkhwa, Pakistan",114.73503368943096,3.529310984837669
Punjab,Pakistan,"2020-08-15 04:27:31",30.811346,72.13913199999998,94993,2180,86404,6409,"Punjab, Pakistan",86.34750603936233,2.2949059404377166
Sindh,Pakistan,"2020-08-15 04:27:31",26.009446,68.77680699999999,125289,2307,118924,4058,"Sindh, Pakistan",261.63986669103286,1.8413428154107703
