Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
"Azad Jammu and Kashmir",Pakistan,"2020-10-02 04:23:51",34.027401,73.947253,2754,74,2382,298,"Azad Jammu and Kashmir, Pakistan",68.07789455886068,2.6870007262164126
Balochistan,Pakistan,"2020-10-02 04:23:51",28.328492,65.898403,15302,146,14016,1140,"Balochistan, Pakistan",123.95896182303758,0.9541236439681088
Gilgit-Baltistan,Pakistan,"2020-10-02 04:23:51",35.792146,74.982138,3808,88,3399,321,"Gilgit-Baltistan, Pakistan",375.6965382247549,2.310924369747899
Islamabad,Pakistan,"2020-10-02 04:23:51",33.665087,73.121219,16650,182,15947,521,"Islamabad, Pakistan",829.7733647235185,1.093093093093093
"Khyber Pakhtunkhwa",Pakistan,"2020-10-02 04:23:51",34.485332,72.09169,37845,1260,36114,471,"Khyber Pakhtunkhwa, Pakistan",123.98696068006382,3.329369797859691
Punjab,Pakistan,"2020-10-02 04:23:51",30.811346,72.13913199999998,99605,2237,95687,1681,"Punjab, Pakistan",90.53975913015366,2.2458711912052607
Sindh,Pakistan,"2020-10-02 04:23:51",26.009446,68.77680699999999,137467,2512,130510,4445,"Sindh, Pakistan",287.0710721165961,1.827347654346134
