Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
"Azad Jammu and Kashmir",Pakistan,"2021-08-06 04:21:18",34.027401,73.947253,26086,639,"Azad Jammu and Kashmir, Pakistan",644.8365858614524,2.4495898182933376
Balochistan,Pakistan,"2021-08-06 04:21:18",28.328492,65.898403,30967,330,"Balochistan, Pakistan",250.8585263870086,1.0656505312106437
Gilgit-Baltistan,Pakistan,"2021-08-06 04:21:18",35.792146,74.982138,8551,150,"Gilgit-Baltistan, Pakistan",843.6399943171953,1.7541807975675359
Islamabad,Pakistan,"2021-08-06 04:21:18",33.665087,73.121219,89569,809,"Islamabad, Pakistan",4463.782012307557,0.9032142817269367
"Khyber Pakhtunkhwa",Pakistan,"2021-08-06 04:21:18",34.485332,72.09169,147026,4507,"Khyber Pakhtunkhwa, Pakistan",481.683363216992,3.0654442071470354
Punjab,Pakistan,"2021-08-06 04:21:18",30.811346,72.13913199999998,361458,11141,"Punjab, Pakistan",328.56101858006207,3.08223915364994
Sindh,Pakistan,"2021-08-06 04:21:18",26.009446,68.77680699999999,394748,6126,"Sindh, Pakistan",824.3486187658281,1.5518761336346225
