Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
"Azad Jammu and Kashmir",Pakistan,"2020-10-07 04:23:40",34.027401,73.947253,2912,77,2445,390,"Azad Jammu and Kashmir, Pakistan",71.98359802302191,2.644230769230769
Balochistan,Pakistan,"2020-10-07 04:23:40",28.328492,65.898403,15439,146,14951,342,"Balochistan, Pakistan",125.06877608063505,0.9456571021439213
Gilgit-Baltistan,Pakistan,"2020-10-07 04:23:40",35.792146,74.982138,3884,89,3504,291,"Gilgit-Baltistan, Pakistan",383.1946834204171,2.291452111225541
Islamabad,Pakistan,"2020-10-07 04:23:40",33.665087,73.121219,16936,184,16153,599,"Islamabad, Pakistan",844.0265288262767,1.086443079829948
"Khyber Pakhtunkhwa",Pakistan,"2020-10-07 04:23:40",34.485332,72.09169,38141,1263,36315,563,"Khyber Pakhtunkhwa, Pakistan",124.9567094014616,3.3113971841325607
Punjab,Pakistan,"2020-10-07 04:23:40",30.811346,72.13913199999998,100148,2245,96089,1814,"Punjab, Pakistan",91.03333966534441,2.241682310180932
Sindh,Pakistan,"2020-10-07 04:23:40",26.009446,68.77680699999999,138891,2531,131831,4529,"Sindh, Pakistan",290.04479822318194,1.8222923011570225
