Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
Punjab,Pakistan,"2020-06-15 03:33:14",30.811346,72.13913199999998,54138,1031,17710,35397,"Punjab, Pakistan",49.210797447801404,1.9043924784809192
Sindh,Pakistan,"2020-06-15 03:33:14",26.009446,68.77680699999999,53805,831,25606,27368,"Sindh, Pakistan",112.36048677306884,1.5444661276833007
"Azad Jammu and Kashmir",Pakistan,"2020-06-16 04:33:09",34.027401,73.947253,663,13,264,386,"Azad Jammu and Kashmir, Pakistan",16.389122764170164,1.9607843137254901
Balochistan,Pakistan,"2020-06-16 04:33:09",28.328492,65.898403,8327,85,2916,5326,"Balochistan, Pakistan",67.45564469353249,1.0207757896000962
Gilgit-Baltistan,Pakistan,"2020-06-16 04:33:09",35.792146,74.982138,1143,17,728,398,"Gilgit-Baltistan, Pakistan",112.76815735055013,1.4873140857392826
Islamabad,Pakistan,"2020-06-16 04:33:09",33.665087,73.121219,8857,83,2037,6737,"Islamabad, Pakistan",441.39956104241463,0.9371118889014339
"Khyber Pakhtunkhwa",Pakistan,"2020-06-16 04:33:09",34.485332,72.09169,18472,707,4692,13073,"Khyber Pakhtunkhwa, Pakistan",60.51756210020184,3.827414465136423
Punjab,Pakistan,"2020-06-16 04:33:09",30.811346,72.13913199999998,55878,1081,17730,37067,"Punjab, Pakistan",50.79243673183802,1.9345717455886038
Sindh,Pakistan,"2020-06-16 04:33:09",26.009446,68.77680699999999,55581,853,28023,26705,"Sindh, Pakistan",116.06929124308037,1.5346971087242043
"Azad Jammu and Kashmir",Pakistan,"2020-06-17 04:33:21",34.027401,73.947253,703,13,290,400,"Azad Jammu and Kashmir, Pakistan",17.377908451299586,1.8492176386913228
Balochistan,Pakistan,"2020-06-17 04:33:21",28.328492,65.898403,8437,89,3023,5325,"Balochistan, Pakistan",68.34673643320927,1.0548773260637667
Gilgit-Baltistan,Pakistan,"2020-06-17 04:33:21",35.792146,74.982138,1164,17,738,409,"Gilgit-Baltistan, Pakistan",114.84001325987782,1.4604810996563573
Islamabad,Pakistan,"2020-06-17 04:33:21",33.665087,73.121219,9242,90,2439,6713,"Islamabad, Pakistan",460.5865127192047,0.9738151915169877
"Khyber Pakhtunkhwa",Pakistan,"2020-06-17 04:33:21",34.485332,72.09169,19107,731,4922,13454,"Khyber Pakhtunkhwa, Pakistan",62.597935201849104,3.8258229968074526
Punjab,Pakistan,"2020-06-17 04:33:21",30.811346,72.13913199999998,58239,1149,17780,39310,"Punjab, Pakistan",52.93855762241874,1.9729047545459228
Sindh,Pakistan,"2020-06-17 04:33:21",26.009446,68.77680699999999,57868,886,29245,27737,"Sindh, Pakistan",120.84521231454228,1.5310707126563905
"Azad Jammu and Kashmir",Pakistan,"2020-06-18 04:33:18",34.027401,73.947253,740,15,302,423,"Azad Jammu and Kashmir, Pakistan",18.2925352118943,2.027027027027027
Balochistan,Pakistan,"2020-06-18 04:33:18",28.328492,65.898403,8794,93,3051,5650,"Balochistan, Pakistan",71.23873417016028,1.0575392312940641
Gilgit-Baltistan,Pakistan,"2020-06-18 04:33:18",35.792146,74.982138,1213,18,768,427,"Gilgit-Baltistan, Pakistan",119.67434371497576,1.4839241549876339
Islamabad,Pakistan,"2020-06-18 04:33:18",33.665087,73.121219,9637,94,2439,7104,"Islamabad, Pakistan",480.2718267772101,0.9754072844246134
"Khyber Pakhtunkhwa",Pakistan,"2020-06-18 04:33:18",34.485332,72.09169,19613,755,5137,13721,"Khyber Pakhtunkhwa, Pakistan",64.25568132694124,3.849487584765207
Punjab,Pakistan,"2020-06-18 04:33:18",30.811346,72.13913199999998,60138,1202,17825,41111,"Punjab, Pakistan",54.66472601344491,1.9987362399813762
Sindh,Pakistan,"2020-06-18 04:33:18",26.009446,68.77680699999999,59983,916,29693,29374,"Sindh, Pakistan",125.2619473675121,1.5270993448143642
"Azad Jammu and Kashmir",Pakistan,"2020-06-19 04:33:17",34.027401,73.947253,769,15,312,442,"Azad Jammu and Kashmir, Pakistan",19.00940483506313,1.9505851755526658
Balochistan,Pakistan,"2020-06-19 04:33:17",28.328492,65.898403,8998,99,3140,5759,"Balochistan, Pakistan",72.89130430556087,1.1002444987775062
Gilgit-Baltistan,Pakistan,"2020-06-19 04:33:17",35.792146,74.982138,1225,18,794,413,"Gilgit-Baltistan, Pakistan",120.85826137744874,1.469387755102041
Islamabad,Pakistan,"2020-06-19 04:33:17",33.665087,73.121219,9941,95,2770,7076,"Islamabad, Pakistan",495.422043166156,0.9556382657680313
"Khyber Pakhtunkhwa",Pakistan,"2020-06-19 04:33:17",34.485332,72.09169,20182,773,5441,13968,"Khyber Pakhtunkhwa, Pakistan",66.1198266731417,3.830145674363294
Punjab,Pakistan,"2020-06-19 04:33:17",30.811346,72.13913199999998,61678,1265,17892,42521,"Punjab, Pakistan",56.06456767862675,2.0509744155128247
Sindh,Pakistan,"2020-06-19 04:33:17",26.009446,68.77680699999999,62269,964,31034,30271,"Sindh, Pakistan",130.03578014816884,1.5481218583886043
